epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2364.67,2.60346,0.63995,1.40401,0.9334,0.90616,0.94923,0.40493,2.47902,0.55175,1.29688,0.00056648,0.00056648,0.00056648
183,2377.88,2.59193,0.63088,1.39558,0.89628,0.88563,0.92021,0.38447,2.52187,0.56644,1.31357,0.00055856,0.00055856,0.00055856
184,2391.43,2.60069,0.63721,1.38163,0.91059,0.83578,0.88284,0.32897,2.67089,0.61296,1.34154,0.00055064,0.00055064,0.00055064
185,2404.15,2.58109,0.61674,1.38021,0.95439,0.8915,0.95098,0.41779,2.43381,0.5314,1.2897,0.00054272,0.00054272,0.00054272
186,2417.01,2.58758,0.60283,1.39138,0.93297,0.90909,0.95261,0.41969,2.4152,0.53831,1.28702,0.0005348,0.0005348,0.0005348
187,2429.91,2.57923,0.61107,1.38826,0.94177,0.90616,0.94279,0.40691,2.48111,0.54066,1.29814,0.00052688,0.00052688,0.00052688
188,2442.34,2.6222,0.61785,1.40364,0.9183,0.85706,0.92898,0.40349,2.54251,0.56536,1.32263,0.00051896,0.00051896,0.00051896
189,2455.25,2.55701,0.60103,1.4026,0.95632,0.89887,0.95717,0.41229,2.45947,0.52429,1.29503,0.00051104,0.00051104,0.00051104
190,2468.06,2.50725,0.59752,1.36667,0.95002,0.89185,0.94766,0.40852,2.48798,0.53818,1.30351,0.00050312,0.00050312,0.00050312
191,2480.75,2.58831,0.62294,1.40442,0.95312,0.90029,0.94476,0.39129,2.53225,0.51587,1.31785,0.0004952,0.0004952,0.0004952
192,2493.61,2.53121,0.60901,1.38628,0.94317,0.87599,0.9381,0.38919,2.57389,0.56523,1.31948,0.00048728,0.00048728,0.00048728
193,2506.49,2.55158,0.61095,1.39066,0.94982,0.88815,0.93964,0.3858,2.57778,0.53879,1.3291,0.00047936,0.00047936,0.00047936
194,2519.43,2.5818,0.64653,1.37212,0.9437,0.90323,0.94588,0.41949,2.47448,0.53459,1.30196,0.00047144,0.00047144,0.00047144
195,2533.01,2.58533,0.61909,1.38695,0.94868,0.89443,0.94665,0.39797,2.45924,0.53511,1.29433,0.00046352,0.00046352,0.00046352
196,2546.12,2.52675,0.59253,1.38467,0.93953,0.91122,0.96447,0.43821,2.3624,0.51561,1.27791,0.0004556,0.0004556,0.0004556
197,2559,2.59793,0.61303,1.39439,0.9379,0.8915,0.93545,0.38727,2.57516,0.54428,1.31677,0.00044768,0.00044768,0.00044768
198,2571.81,2.57715,0.60411,1.3848,0.96086,0.89736,0.95443,0.43105,2.40039,0.51975,1.28634,0.00043976,0.00043976,0.00043976
199,2584.37,2.62869,0.63854,1.38542,0.95293,0.89443,0.95333,0.39204,2.46814,0.54217,1.29764,0.00043184,0.00043184,0.00043184
200,2596.92,2.51814,0.61434,1.36912,0.96097,0.89736,0.94525,0.41879,2.4364,0.53441,1.2909,0.00042392,0.00042392,0.00042392
201,2609.29,2.63283,0.63616,1.41756,0.95396,0.87683,0.94025,0.41988,2.43541,0.52165,1.29165,0.000416,0.000416,0.000416
202,2621.68,2.50588,0.59149,1.38588,0.92028,0.91398,0.94313,0.40688,2.47165,0.53413,1.29283,0.00040808,0.00040808,0.00040808
203,2634.16,2.4895,0.58319,1.36494,0.94007,0.91995,0.96175,0.42761,2.42607,0.50943,1.28572,0.00040016,0.00040016,0.00040016
204,2646.8,2.49755,0.59259,1.37483,0.94428,0.90029,0.95658,0.41854,2.44381,0.52287,1.29623,0.00039224,0.00039224,0.00039224
205,2659.69,2.58086,0.61493,1.38787,0.95037,0.90323,0.95142,0.4224,2.46352,0.52826,1.29273,0.00038432,0.00038432,0.00038432
206,2672.21,2.58318,0.6253,1.40411,0.92713,0.92375,0.96307,0.43005,2.40457,0.5305,1.28031,0.0003764,0.0003764,0.0003764
207,2684.69,2.58708,0.63466,1.39144,0.94607,0.90323,0.94849,0.4133,2.50129,0.5249,1.30229,0.00036848,0.00036848,0.00036848
208,2697.67,2.5479,0.61845,1.37814,0.96678,0.91202,0.9672,0.42676,2.44701,0.51026,1.291,0.00036056,0.00036056,0.00036056
209,2710.58,2.58609,0.63884,1.38044,0.95028,0.93255,0.96386,0.42463,2.40372,0.51667,1.28518,0.00035264,0.00035264,0.00035264
210,2723.17,2.52457,0.59441,1.38979,0.95217,0.93414,0.95874,0.42989,2.38504,0.51185,1.28007,0.00034472,0.00034472,0.00034472
211,2736.08,2.52899,0.59821,1.3809,0.9293,0.92082,0.96066,0.42547,2.40069,0.50656,1.28174,0.0003368,0.0003368,0.0003368
212,2748.98,2.59296,0.62575,1.41291,0.95652,0.90329,0.95156,0.42543,2.46377,0.51095,1.29541,0.00032888,0.00032888,0.00032888
213,2761.73,2.54442,0.60195,1.37585,0.94383,0.93631,0.96179,0.43171,2.39852,0.51407,1.28035,0.00032096,0.00032096,0.00032096
214,2774.39,2.50228,0.58526,1.37586,0.96072,0.93235,0.96832,0.43359,2.3935,0.50679,1.28076,0.00031304,0.00031304,0.00031304
215,2786.85,2.50306,0.59339,1.37835,0.92221,0.86913,0.90377,0.35774,2.60068,0.57952,1.32007,0.00030512,0.00030512,0.00030512
216,2799.26,2.58294,0.6133,1.37249,0.9627,0.90822,0.95957,0.42908,2.41165,0.5169,1.28502,0.0002972,0.0002972,0.0002972
217,2812.16,2.52283,0.6133,1.36222,0.9539,0.91021,0.95846,0.44438,2.35932,0.51589,1.27321,0.00028928,0.00028928,0.00028928
218,2825.5,2.48647,0.59846,1.35295,0.946,0.92471,0.96306,0.42898,2.41183,0.51488,1.28195,0.00028136,0.00028136,0.00028136
219,2838.91,2.5487,0.60194,1.4018,0.94088,0.9334,0.96521,0.42388,2.41378,0.50759,1.28249,0.00027344,0.00027344,0.00027344
220,2851.92,2.50825,0.56626,1.38696,0.94249,0.94721,0.96957,0.43893,2.38598,0.50282,1.27755,0.00026552,0.00026552,0.00026552
221,2865.46,2.51381,0.58251,1.37625,0.94375,0.93492,0.96438,0.43824,2.41761,0.51013,1.28207,0.0002576,0.0002576,0.0002576
222,2878.15,2.53068,0.61507,1.36376,0.93017,0.95308,0.96449,0.42754,2.44351,0.51644,1.28535,0.00024968,0.00024968,0.00024968
223,2890.69,2.51289,0.59579,1.36762,0.91445,0.92082,0.94719,0.39314,2.49683,0.54002,1.29475,0.00024176,0.00024176,0.00024176
224,2903.33,2.56133,0.58897,1.39933,0.9406,0.92879,0.96478,0.41341,2.47956,0.5199,1.29465,0.00023384,0.00023384,0.00023384
225,2916.12,2.49259,0.58619,1.37772,0.97375,0.90616,0.97291,0.43766,2.39853,0.50228,1.27928,0.00022592,0.00022592,0.00022592
226,2928.63,2.55206,0.60077,1.39555,0.94185,0.91789,0.96319,0.42732,2.40517,0.5101,1.28296,0.000218,0.000218,0.000218
227,2941.3,2.47601,0.58861,1.38024,0.95517,0.95015,0.97689,0.43455,2.40966,0.50556,1.2817,0.00021008,0.00021008,0.00021008
228,2953.99,2.5028,0.62305,1.37051,0.95445,0.92173,0.96488,0.43575,2.3977,0.51163,1.27865,0.00020216,0.00020216,0.00020216
229,2967.06,2.47855,0.61145,1.36715,0.95217,0.94721,0.97211,0.44258,2.39173,0.5066,1.27518,0.00019424,0.00019424,0.00019424
230,2980.12,2.473,0.56939,1.36331,0.93009,0.94428,0.96415,0.42775,2.44457,0.50844,1.28645,0.00018632,0.00018632,0.00018632
231,2992.74,2.47915,0.58857,1.37112,0.95409,0.92669,0.96767,0.44019,2.39274,0.50436,1.27993,0.0001784,0.0001784,0.0001784
232,3005.59,2.51066,0.62492,1.35867,0.93514,0.94428,0.96525,0.42645,2.4172,0.51578,1.28482,0.00017048,0.00017048,0.00017048
233,3017.9,2.52474,0.5901,1.37726,0.94129,0.92082,0.9632,0.42149,2.43916,0.5222,1.28939,0.00016256,0.00016256,0.00016256
234,3030.27,2.52376,0.58833,1.37639,0.93856,0.94072,0.9719,0.43235,2.41345,0.509,1.28139,0.00015464,0.00015464,0.00015464
235,3042.71,2.54282,0.61666,1.38787,0.91416,0.93687,0.963,0.42049,2.40802,0.51436,1.27986,0.00014672,0.00014672,0.00014672
236,3057.2,2.39698,0.5221,1.43077,0.93402,0.91334,0.95929,0.42057,2.44607,0.51007,1.28924,0.0001388,0.0001388,0.0001388
237,3069.95,2.40244,0.53186,1.45526,0.94809,0.90616,0.96378,0.43372,2.40841,0.50755,1.28044,0.00013088,0.00013088,0.00013088
238,3082.55,2.38734,0.52438,1.43348,0.9515,0.90323,0.96103,0.4261,2.42243,0.51007,1.27888,0.00012296,0.00012296,0.00012296
239,3094.91,2.42262,0.51779,1.44606,0.92538,0.90915,0.96082,0.43281,2.39806,0.50244,1.27705,0.00011504,0.00011504,0.00011504
240,3107.62,2.37352,0.50824,1.42223,0.94228,0.90961,0.96414,0.43302,2.40934,0.50483,1.27843,0.00010712,0.00010712,0.00010712
241,3120.25,2.41544,0.5295,1.42972,0.94525,0.90029,0.95692,0.43347,2.40505,0.50873,1.27992,9.92e-05,9.92e-05,9.92e-05
242,3133.02,2.37658,0.50796,1.4222,0.94478,0.90306,0.95762,0.42854,2.42047,0.51031,1.28283,9.128e-05,9.128e-05,9.128e-05
243,3146.14,2.3694,0.51257,1.43454,0.94398,0.88943,0.95848,0.42685,2.44419,0.51227,1.28643,8.336e-05,8.336e-05,8.336e-05
244,3158.93,2.38169,0.51129,1.43499,0.94518,0.9102,0.9633,0.43582,2.41249,0.50615,1.27917,7.544e-05,7.544e-05,7.544e-05
245,3171.76,2.39814,0.50955,1.42564,0.92706,0.93185,0.96217,0.4355,2.40731,0.50375,1.28095,6.752e-05,6.752e-05,6.752e-05
246,3184.93,2.37687,0.50326,1.44082,0.92175,0.93266,0.9659,0.43599,2.40573,0.50231,1.2793,5.96e-05,5.96e-05,5.96e-05
247,3197.66,2.37666,0.51349,1.41722,0.93802,0.93209,0.96886,0.4408,2.40175,0.50091,1.27867,5.168e-05,5.168e-05,5.168e-05
248,3210.53,2.38567,0.51061,1.4127,0.92696,0.93255,0.96285,0.44319,2.39083,0.50086,1.27743,4.376e-05,4.376e-05,4.376e-05
249,3223.6,2.37742,0.51263,1.41382,0.93079,0.92962,0.96503,0.44316,2.39368,0.50072,1.27711,3.584e-05,3.584e-05,3.584e-05
250,3236.13,2.36071,0.5137,1.42802,0.94595,0.92669,0.97045,0.43778,2.39948,0.50145,1.27854,2.792e-05,2.792e-05,2.792e-05
